,image_id,text,word_idx
38976,e02/e02-094/e02-094-04-04.png,",",38976
38977,e02/e02-094/e02-094-04-05.png,and,38977
38978,e02/e02-094/e02-094-04-06.png,the,38978
38980,e02/e02-094/e02-094-04-08.png,of,38980
38981,e02/e02-094/e02-094-05-00.png,work,38981
38982,e02/e02-094/e02-094-05-01.png,a,38982
38983,e02/e02-094/e02-094-05-02.png,man,38983
38984,e02/e02-094/e02-094-05-03.png,normally,38984
38985,e02/e02-094/e02-094-05-04.png,does,38985
38986,e02/e02-094/e02-094-05-06.png,First,38986
38987,e02/e02-094/e02-094-05-07.png,",",38987
38988,e02/e02-094/e02-094-06-00.png,however,38988
38989,e02/e02-094/e02-094-06-01.png,",",38989
38990,e02/e02-094/e02-094-06-02.png,a,38990
38991,e02/e02-094/e02-094-06-03.png,word,38991
38992,e02/e02-094/e02-094-06-04.png,of,38992
38993,e02/e02-094/e02-094-06-05.png,advice,38993
38995,e02/e02-094/e02-094-07-00.png,Do,38995
38996,e02/e02-094/e02-094-07-01.png,not,38996
39000,e02/e02-094/e02-094-07-05.png,tools,39000
39001,e02/e02-094/e02-094-07-06.png,or,39001
39002,e02/e02-094/e02-094-08-00.png,machines,39002
39003,e02/e02-094/e02-094-08-02.png,They,39003
39004,e02/e02-094/e02-094-08-03.png,never,39004
39005,e02/e02-094/e02-094-08-04.png,are,39005
39006,e02/e02-094/e02-094-08-05.png,cheap,39006
39007,e02/e02-094/e02-094-08-06.png,in,39007
39009,e02/e02-094/e02-094-09-00.png,long,39009
39010,e02/e02-094/e02-094-09-01.png,run,39010
39011,e02/e02-094/e02-094-09-03.png,They,39011
39012,e02/e02-094/e02-094-09-04.png,may,39012
39013,e02/e02-094/e02-094-09-05.png,be,39013
39014,e02/e02-094/e02-094-09-06.png,inaccurate,39014
39015,e02/e02-094/e02-094-09-07.png,",",39015
39016,e02/e02-100/e02-100-00-00.png,Most,39016
39019,e02/e02-100/e02-100-00-03.png,to,39019
39020,e02/e02-100/e02-100-00-04.png,lead,39020
39021,e02/e02-100/e02-100-00-05.png,an,39021
39022,e02/e02-100/e02-100-00-06.png,intensive,39022
39023,e02/e02-100/e02-100-00-07.png,life,39023
39025,e02/e02-100/e02-100-00-09.png,and,39025
39026,e02/e02-100/e02-100-00-10.png,faults,39026
39027,e02/e02-100/e02-100-01-00.png,in,39027
39030,e02/e02-100/e02-100-01-03.png,quality,39030
39031,e02/e02-100/e02-100-01-04.png,soon,39031
39032,e02/e02-100/e02-100-01-05.png,become,39032
39034,e02/e02-100/e02-100-01-08.png,It,39034
39035,e02/e02-100/e02-100-01-09.png,is,39035
39037,e02/e02-100/e02-100-02-00.png,better,39037
39038,e02/e02-100/e02-100-02-01.png,to,39038
39039,e02/e02-100/e02-100-02-02.png,pay,39039
39040,e02/e02-100/e02-100-02-03.png,the,39040
39041,e02/e02-100/e02-100-02-04.png,fair,39041
39044,e02/e02-100/e02-100-02-07.png,a,39044
39045,e02/e02-100/e02-100-02-08.png,tool,39045
39046,e02/e02-100/e02-100-02-09.png,of,39046
39047,e02/e02-100/e02-100-02-10.png,good,39047
39048,e02/e02-100/e02-100-03-00.png,quality,39048
39049,e02/e02-100/e02-100-03-01.png,",",39049
39050,e02/e02-100/e02-100-03-02.png,and,39050
39051,e02/e02-100/e02-100-03-03.png,not,39051
39052,e02/e02-100/e02-100-03-04.png,handicap,39052
39053,e02/e02-100/e02-100-03-05.png,yourself,39053
39055,e02/e02-100/e02-100-03-07.png,the,39055
39056,e02/e02-100/e02-100-03-08.png,start,39056
39057,e02/e02-100/e02-100-04-00.png,To,39057
39058,e02/e02-100/e02-100-04-01.png,put,39058
39059,e02/e02-100/e02-100-04-02.png,it,39059
39061,e02/e02-100/e02-100-04-04.png,a,39061
39062,e02/e02-100/e02-100-04-05.png,slightly,39062
39063,e02/e02-100/e02-100-04-06.png,different,39063
39065,e02/e02-100/e02-100-04-08.png,",",39065
39066,e02/e02-100/e02-100-04-09.png,do,39066
39067,e02/e02-100/e02-100-04-10.png,not,39067
39068,e02/e02-100/e02-100-04-11.png,allow,39068
39069,e02/e02-100/e02-100-05-00.png,yourself,39069
39070,e02/e02-100/e02-100-05-01.png,to,39070
39071,e02/e02-100/e02-100-05-02.png,blame,39071
39072,e02/e02-100/e02-100-05-03.png,the,39072
39073,e02/e02-100/e02-100-05-04.png,tools,39073
39074,e02/e02-100/e02-100-05-05.png,when,39074
39076,e02/e02-100/e02-100-05-07.png,job,39076
39077,e02/e02-100/e02-100-05-08.png,does,39077
39078,e02/e02-100/e02-100-06-00.png,not,39078
39079,e02/e02-100/e02-100-06-01.png,turn,39079
39080,e02/e02-100/e02-100-06-02.png,out,39080
39081,e02/e02-100/e02-100-06-03.png,quite,39081
39082,e02/e02-100/e02-100-06-04.png,right,39082
39084,e02/e02-117/e02-117-00-00.png,Many,39084
39086,e02/e02-117/e02-117-00-02.png,with,39086
39088,e02/e02-117/e02-117-00-04.png,limited,39088
39090,e02/e02-117/e02-117-01-00.png,have,39090
39091,e02/e02-117/e02-117-01-01.png,to,39091
39092,e02/e02-117/e02-117-01-02.png,do,39092
39093,e02/e02-117/e02-117-01-03.png,their,39093
39095,e02/e02-117/e02-117-01-05.png,on,39095
39097,e02/e02-117/e02-117-01-07.png,kitchen,39097
39098,e02/e02-117/e02-117-01-08.png,table,39098
39099,e02/e02-117/e02-117-02-00.png,Providing,39099
39101,e02/e02-117/e02-117-02-02.png,is,39101
39102,e02/e02-117/e02-117-02-03.png,sound,39102
39103,e02/e02-117/e02-117-02-04.png,",",39103
39105,e02/e02-117/e02-117-02-06.png,perfectly,39105
39106,e02/e02-117/e02-117-02-07.png,good,39106
39107,e02/e02-117/e02-117-03-00.png,work,39107
39108,e02/e02-117/e02-117-03-01.png,can,39108
39109,e02/e02-117/e02-117-03-02.png,be,39109
39110,e02/e02-117/e02-117-03-03.png,done,39110
39112,e02/e02-117/e02-117-03-05.png,it,39112
39115,e02/e02-117/e02-117-03-08.png,the,39115
39116,e02/e02-117/e02-117-03-09.png,usual,39116
39117,e02/e02-117/e02-117-03-10.png,problems,39117
39118,e02/e02-117/e02-117-04-00.png,are,39118
39119,e02/e02-117/e02-117-04-01.png,those,39119
39121,e02/e02-117/e02-117-04-03.png,the,39121
39122,e02/e02-117/e02-117-04-04.png,vice,39122
39123,e02/e02-117/e02-117-04-05.png,",",39123
39125,e02/e02-117/e02-117-04-07.png,bench,39125
39126,e02/e02-117/e02-117-04-08.png,stop,39126
39127,e02/e02-117/e02-117-04-09.png,",",39127
39129,e02/e02-117/e02-117-04-11.png,storage,39129
39131,e02/e02-117/e02-117-05-01.png,for,39131
39132,e02/e02-117/e02-117-05-02.png,tools,39132
39135,e02/e02-117/e02-117-05-06.png,bench,39135
39136,e02/e02-117/e02-117-05-07.png,top,39136
39139,e02/e02-117/e02-117-06-01.png,cupboard,39139
39140,e02/e02-117/e02-117-06-02.png,shown,39140
39141,e02/e02-117/e02-117-06-03.png,here,39141
39142,e02/e02-117/e02-117-06-04.png,has,39142
39143,e02/e02-117/e02-117-06-05.png,been,39143
39144,e02/e02-117/e02-117-06-06.png,specially,39144
39145,e02/e02-117/e02-117-07-00.png,designed,39145
39146,e02/e02-117/e02-117-07-01.png,and,39146
39147,e02/e02-117/e02-117-07-02.png,made,39147
39149,e02/e02-117/e02-117-07-04.png,WOODWORKER,39149
39150,e02/e02-117/e02-117-08-00.png,readers,39150
39151,e02/e02-117/e02-117-08-01.png,who,39151
39152,e02/e02-117/e02-117-08-02.png,have,39152
39153,e02/e02-117/e02-117-08-03.png,this,39153
39156,e04/e04-000/e04-000-00-01.png,is,39156
39157,e04/e04-000/e04-000-00-02.png,a,39157
39158,e04/e04-000/e04-000-00-03.png,project,39158
39159,e04/e04-000/e04-000-00-04.png,that,39159
39161,e04/e04-000/e04-000-00-06.png,be,39161
39163,e04/e04-000/e04-000-00-08.png,by,39163
39165,e04/e04-000/e04-000-01-00.png,family,39165
39166,e04/e04-000/e04-000-01-01.png,man,39166
39167,e04/e04-000/e04-000-01-02.png,or,39167
39168,e04/e04-000/e04-000-01-03.png,father-to-be,39168
39169,e04/e04-000/e04-000-01-05.png,Unlike,39169
39170,e04/e04-000/e04-000-01-06.png,many,39170
39171,e04/e04-000/e04-000-02-00.png,commercial,39171
39172,e04/e04-000/e04-000-02-01.png,articles,39172
39175,e04/e04-000/e04-000-02-04.png,chair,39175
39176,e04/e04-000/e04-000-02-05.png,is,39176
39177,e04/e04-000/e04-000-02-06.png,solidly,39177
39179,e04/e04-000/e04-000-02-08.png,and,39179
39180,e04/e04-000/e04-000-03-00.png,capable,39180
39181,e04/e04-000/e04-000-03-01.png,of,39181
39182,e04/e04-000/e04-000-03-02.png,withstanding,39182
39183,e04/e04-000/e04-000-03-03.png,the,39183
39184,e04/e04-000/e04-000-03-04.png,heavy,39184
39185,e04/e04-000/e04-000-03-05.png,handling,39185
39186,e04/e04-000/e04-000-03-06.png,of,39186
39187,e04/e04-000/e04-000-03-07.png,the,39187
39188,e04/e04-000/e04-000-04-00.png,most,39188
39189,e04/e04-000/e04-000-04-01.png,destructive,39189
39190,e04/e04-000/e04-000-04-02.png,youngster,39190
39191,e04/e04-000/e04-000-04-04.png,Almost,39191
39192,e04/e04-000/e04-000-04-05.png,any,39192
39193,e04/e04-000/e04-000-04-06.png,available,39193
39195,e04/e04-000/e04-000-05-01.png,can,39195
39196,e04/e04-000/e04-000-05-02.png,be,39196
39197,e04/e04-000/e04-000-05-03.png,used,39197
39198,e04/e04-000/e04-000-05-04.png,but,39198
39199,e04/e04-000/e04-000-05-05.png,Parana,39199
39200,e04/e04-000/e04-000-05-06.png,pine,39200
39201,e04/e04-000/e04-000-05-07.png,is,39201
39202,e04/e04-000/e04-000-06-00.png,recommended,39202
39203,e04/e04-000/e04-000-06-01.png,",",39203
39204,e04/e04-000/e04-000-06-02.png,being,39204
39205,e04/e04-000/e04-000-06-03.png,cheap,39205
39206,e04/e04-000/e04-000-06-04.png,",",39206
39207,e04/e04-000/e04-000-06-05.png,easy,39207
39208,e04/e04-000/e04-000-06-06.png,to,39208
39209,e04/e04-000/e04-000-06-07.png,work,39209
39210,e04/e04-000/e04-000-06-08.png,",",39210
39211,e04/e04-000/e04-000-06-09.png,and,39211
39212,e04/e04-000/e04-000-07-00.png,taking,39212
39213,e04/e04-000/e04-000-07-01.png,a,39213
39214,e04/e04-000/e04-000-07-02.png,good,39214
39215,e04/e04-000/e04-000-07-03.png,finish,39215
39217,e04/e04-004/e04-004-00-01.png,by,39217
39218,e04/e04-004/e04-004-00-02.png,making,39218
39219,e04/e04-004/e04-004-00-03.png,the,39219
39220,e04/e04-004/e04-004-00-04.png,two,39220
39221,e04/e04-004/e04-004-00-05.png,side,39221
39222,e04/e04-004/e04-004-00-06.png,frames,39222
39223,e04/e04-004/e04-004-00-07.png,from,39223
39224,e04/e04-004/e04-004-00-08.png,1,39224
39225,e04/e04-004/e04-004-00-09.png,in.,39225
39226,e04/e04-004/e04-004-00-10.png,by,39226
39227,e04/e04-004/e04-004-00-11.png,1,39227
39228,e04/e04-004/e04-004-00-12.png,1/4,39228
39230,e04/e04-004/e04-004-00-14.png,planed,39230
39231,e04/e04-004/e04-004-01-00.png,timber,39231
39233,e04/e04-004/e04-004-01-02.png,shown,39233
39234,e04/e04-004/e04-004-01-03.png,in,39234
39235,e04/e04-004/e04-004-01-04.png,Fig.,39235
39236,e04/e04-004/e04-004-01-05.png,1,39236
39238,e04/e04-004/e04-004-01-08.png,the,39238
39239,e04/e04-004/e04-004-01-09.png,timber,39239
39240,e04/e04-004/e04-004-01-10.png,will,39240
39241,e04/e04-004/e04-004-01-11.png,have,39241
39242,e04/e04-004/e04-004-01-12.png,already,39242
39244,e04/e04-004/e04-004-02-01.png,machine,39244
39245,e04/e04-004/e04-004-02-02.png,planed,39245
39247,e04/e04-004/e04-004-02-04.png,remember,39247
39249,e04/e04-004/e04-004-02-06.png,go,39249
39250,e04/e04-004/e04-004-02-07.png,over,39250
39251,e04/e04-004/e04-004-02-08.png,each,39251
39252,e04/e04-004/e04-004-02-09.png,piece,39252
39254,e04/e04-004/e04-004-03-00.png,a,39254
39255,e04/e04-004/e04-004-03-01.png,smoothing,39255
39256,e04/e04-004/e04-004-03-02.png,plane,39256
39257,e04/e04-004/e04-004-03-03.png,",",39257
39258,e04/e04-004/e04-004-03-04.png,otherwise,39258
39259,e04/e04-004/e04-004-03-05.png,the,39259
39260,e04/e04-004/e04-004-03-06.png,marks,39260
39261,e04/e04-004/e04-004-03-07.png,left,39261
39262,e04/e04-004/e04-004-03-08.png,by,39262
39263,e04/e04-004/e04-004-03-09.png,the,39263
39264,e04/e04-004/e04-004-03-10.png,cutters,39264
39265,e04/e04-004/e04-004-04-00.png,will,39265
39266,e04/e04-004/e04-004-04-01.png,show,39266
39268,e04/e04-004/e04-004-04-03.png,after,39268
39269,e04/e04-004/e04-004-04-04.png,painting,39269
39270,e04/e04-004/e04-004-04-06.png,The,39270
39271,e04/e04-004/e04-004-04-07.png,dimensions,39271
39274,e04/e04-004/e04-004-04-10.png,the,39274
39275,e04/e04-004/e04-004-05-00.png,feeding,39275
39278,e04/e04-004/e04-004-05-03.png,slide,39278
39279,e04/e04-004/e04-004-05-04.png,over,39279
39280,e04/e04-004/e04-004-05-05.png,a,39280
39282,e04/e04-004/e04-004-05-07.png,in.,39282
39283,e04/e04-004/e04-004-05-08.png,table,39283
39284,e04/e04-004/e04-004-05-09.png,",",39284
39285,e04/e04-004/e04-004-05-10.png,but,39285
39288,e04/e04-004/e04-004-06-00.png,can,39288
39289,e04/e04-004/e04-004-06-01.png,be,39289
39290,e04/e04-004/e04-004-06-02.png,altered,39290
39291,e04/e04-004/e04-004-06-03.png,if,39291
39292,e04/e04-004/e04-004-06-04.png,required,39292
39293,e04/e04-008/e04-008-00-00.png,All,39293
39294,e04/e04-008/e04-008-00-01.png,the,39294
39295,e04/e04-008/e04-008-00-02.png,joints,39295
39296,e04/e04-008/e04-008-00-03.png,are,39296
39297,e04/e04-008/e04-008-00-04.png,simple,39297
39298,e04/e04-008/e04-008-00-05.png,halving,39298
39300,e04/e04-008/e04-008-00-07.png,glued,39300
39301,e04/e04-008/e04-008-00-08.png,and,39301
39303,e04/e04-008/e04-008-00-10.png,",",39303
39305,e04/e04-008/e04-008-01-01.png,should,39305
39307,e04/e04-008/e04-008-01-03.png,be,39307
39309,e04/e04-008/e04-008-01-05.png,with,39309
39310,e04/e04-008/e04-008-01-06.png,care,39310
39311,e04/e04-008/e04-008-01-07.png,to,39311
39312,e04/e04-008/e04-008-01-08.png,ensure,39312
39313,e04/e04-008/e04-008-01-09.png,a,39313
39314,e04/e04-008/e04-008-01-10.png,neat,39314
39315,e04/e04-008/e04-008-02-00.png,appearance,39315
39316,e04/e04-008/e04-008-02-02.png,The,39316
39317,e04/e04-008/e04-008-02-03.png,side,39317
39318,e04/e04-008/e04-008-02-04.png,frames,39318
39319,e04/e04-008/e04-008-02-05.png,are,39319
39320,e04/e04-008/e04-008-02-06.png,joined,39320
39322,e04/e04-008/e04-008-02-08.png,four,39322
39323,e04/e04-008/e04-008-02-09.png,cross,39323
39325,e04/e04-008/e04-008-03-00.png,each,39325
39326,e04/e04-008/e04-008-03-01.png,1,39326
39327,e04/e04-008/e04-008-03-02.png,1/4,39327
39328,e04/e04-008/e04-008-03-03.png,in.,39328
39329,e04/e04-008/e04-008-03-04.png,by,39329
39330,e04/e04-008/e04-008-03-05.png,1/2,39330
39331,e04/e04-008/e04-008-03-06.png,in.,39331
39332,e04/e04-008/e04-008-03-07.png,by,39332
39333,e04/e04-008/e04-008-03-08.png,14,39333
39334,e04/e04-008/e04-008-03-09.png,in.,39334
39335,e04/e04-008/e04-008-03-10.png,which,39335
39336,e04/e04-008/e04-008-03-11.png,fit,39336
39337,e04/e04-008/e04-008-03-12.png,into,39337
39338,e04/e04-008/e04-008-03-13.png,the,39338
39339,e04/e04-008/e04-008-03-14.png,recesses,39339
39340,e04/e04-008/e04-008-03-15.png,(,39340
39341,e04/e04-008/e04-008-03-16.png,C,39341
39342,e04/e04-008/e04-008-03-17.png,),39342
39343,e04/e04-008/e04-008-03-18.png,",",39343
39344,e04/e04-008/e04-008-04-00.png,cut,39344
39348,e04/e04-011/e04-011-00-00.png,See,39348
39350,e04/e04-011/e04-011-00-02.png,2,39350
39353,e04/e04-011/e04-011-00-06.png,then,39353
39355,e04/e04-011/e04-011-00-08.png,and,39355
39356,e04/e04-011/e04-011-01-00.png,pinned,39356
39357,e04/e04-011/e04-011-01-01.png,into,39357
39359,e04/e04-011/e04-011-01-04.png,A,39359
39360,e04/e04-011/e04-011-01-05.png,similar,39360
39361,e04/e04-011/e04-011-01-06.png,piece,39361
39363,e04/e04-011/e04-011-01-08.png,1,39363
39364,e04/e04-011/e04-011-01-09.png,in.,39364
39365,e04/e04-011/e04-011-02-00.png,by,39365
39366,e04/e04-011/e04-011-02-01.png,1,39366
39367,e04/e04-011/e04-011-02-02.png,1/4,39367
39368,e04/e04-011/e04-011-02-03.png,in.,39368
39369,e04/e04-011/e04-011-02-04.png,by,39369
39370,e04/e04-011/e04-011-02-05.png,14,39370
39372,e04/e04-011/e04-011-02-07.png,timber,39372
39373,e04/e04-011/e04-011-02-08.png,is,39373
39375,e04/e04-011/e04-011-02-10.png,across,39375
39377,e04/e04-011/e04-011-03-01.png,end,39377
39378,e04/e04-011/e04-011-03-02.png,of,39378
39379,e04/e04-011/e04-011-03-03.png,the,39379
39380,e04/e04-011/e04-011-03-04.png,feeding,39380
39381,e04/e04-011/e04-011-03-05.png,tray,39381
39383,e04/e04-011/e04-011-03-07.png,seen,39383
39384,e04/e04-011/e04-011-03-08.png,in,39384
39385,e04/e04-011/e04-011-04-00.png,Fig.,39385
39386,e04/e04-011/e04-011-04-01.png,3,39386
39387,e04/e04-011/e04-011-04-02.png,which,39387
39388,e04/e04-011/e04-011-04-03.png,also,39388
39390,e04/e04-011/e04-011-04-05.png,how,39390
39391,e04/e04-011/e04-011-04-06.png,a,39391
39394,e04/e04-011/e04-011-05-00.png,hardboard,39394
39395,e04/e04-011/e04-011-05-01.png,is,39395
39396,e04/e04-011/e04-011-05-02.png,covered,39396
39397,e04/e04-011/e04-011-05-03.png,with,39397
39398,e04/e04-011/e04-011-05-04.png,plastic,39398
39399,e04/e04-011/e04-011-05-05.png,material,39399
39400,e04/e04-011/e04-011-06-00.png,for,39400
39401,e04/e04-011/e04-011-06-01.png,easy,39401
39403,e04/e04-011/e04-011-06-03.png,and,39403
39404,e04/e04-011/e04-011-06-04.png,then,39404
39405,e04/e04-011/e04-011-06-05.png,fixed,39405
39406,e04/e04-011/e04-011-06-06.png,underneath,39406
39407,e04/e04-011/e04-011-07-00.png,the,39407
39408,e04/e04-011/e04-011-07-01.png,frame,39408
39410,e04/e04-011/e04-011-07-03.png,panel,39410
39411,e04/e04-011/e04-011-07-04.png,pins,39411
39412,e04/e04-011/e04-011-07-05.png,to,39412
39413,e04/e04-011/e04-011-07-06.png,complete,39413
39415,e04/e04-011/e04-011-08-01.png,feeding,39415
39416,e04/e04-011/e04-011-08-02.png,tray,39416
39417,e04/e04-015/e04-015-00-00.png,Cut,39417
39418,e04/e04-015/e04-015-00-01.png,this,39418
39419,e04/e04-015/e04-015-00-02.png,piece,39419
39420,e04/e04-015/e04-015-00-03.png,of,39420
39421,e04/e04-015/e04-015-00-04.png,hardboard,39421
39422,e04/e04-015/e04-015-00-05.png,so,39422
39423,e04/e04-015/e04-015-00-06.png,that,39423
39424,e04/e04-015/e04-015-00-07.png,it,39424
39425,e04/e04-015/e04-015-01-00.png,fits,39425
39426,e04/e04-015/e04-015-01-01.png,up,39426
39428,e04/e04-015/e04-015-01-03.png,the,39428
39429,e04/e04-015/e04-015-01-04.png,front,39429
39430,e04/e04-015/e04-015-01-05.png,legs,39430
39432,e04/e04-015/e04-015-01-07.png,the,39432
39433,e04/e04-015/e04-015-02-00.png,chair,39433
39434,e04/e04-015/e04-015-02-02.png,The,39434
39435,e04/e04-015/e04-015-02-03.png,seat,39435
39437,e04/e04-015/e04-015-02-05.png,across,39437
39438,e04/e04-015/e04-015-02-06.png,the,39438
39439,e04/e04-015/e04-015-02-07.png,upper,39439
39440,e04/e04-015/e04-015-02-08.png,two,39440
39441,e04/e04-015/e04-015-03-00.png,cross,39441
39442,e04/e04-015/e04-015-03-01.png,pieces,39442
39443,e04/e04-015/e04-015-03-02.png,and,39443
39444,e04/e04-015/e04-015-03-03.png,is,39444
39445,e04/e04-015/e04-015-03-04.png,made,39445
39446,e04/e04-015/e04-015-03-05.png,of,39446
39448,e04/e04-015/e04-015-03-07.png,in.,39448
39449,e04/e04-015/e04-015-03-08.png,plywood,39449
39452,e04/e04-015/e04-015-04-02.png,panel,39452
39453,e04/e04-015/e04-015-04-03.png,pinned,39453
39454,e04/e04-015/e04-015-04-04.png,in,39454
39455,e04/e04-015/e04-015-04-05.png,position,39455
39456,e04/e04-015/e04-015-04-06.png,",",39456
39459,e04/e04-015/e04-015-05-01.png,taken,39459
39460,e04/e04-015/e04-015-05-02.png,directly,39460
39461,e04/e04-015/e04-015-05-03.png,from,39461
39462,e04/e04-015/e04-015-05-04.png,the,39462
39463,e04/e04-015/e04-015-05-05.png,work,39463
39464,e04/e04-015/e04-015-05-07.png,Fig.,39464
39465,e04/e04-015/e04-015-05-08.png,4,39465
39466,e04/e04-015/e04-015-06-00.png,shows,39466
39467,e04/e04-015/e04-015-06-01.png,the,39467
39468,e04/e04-015/e04-015-06-02.png,framework,39468
39471,e04/e04-015/e04-015-06-05.png,back,39471
39472,e04/e04-015/e04-015-06-06.png,which,39472
39473,e04/e04-015/e04-015-07-00.png,is,39473
39474,e04/e04-015/e04-015-07-01.png,made,39474
39475,e04/e04-015/e04-015-07-02.png,from,39475
39476,e04/e04-015/e04-015-07-03.png,1,39476
39477,e04/e04-015/e04-015-07-04.png,1/4,39477
39478,e04/e04-015/e04-015-07-05.png,in.,39478
39479,e04/e04-015/e04-015-07-06.png,by,39479
39480,e04/e04-015/e04-015-07-07.png,1/2,39480
39481,e04/e04-015/e04-015-07-08.png,in.,39481
39483,e04/e04-019/e04-019-00-00.png,The,39483
39484,e04/e04-019/e04-019-00-01.png,amount,39484
39486,e04/e04-019/e04-019-00-03.png,the,39486
39487,e04/e04-019/e04-019-00-04.png,backward,39487
39488,e04/e04-019/e04-019-00-05.png,tilt,39488
39490,e04/e04-019/e04-019-01-00.png,also,39490
39491,e04/e04-019/e04-019-01-01.png,the,39491
39492,e04/e04-019/e04-019-01-02.png,height,39492
39495,e04/e04-019/e04-019-01-05.png,to,39495
39496,e04/e04-019/e04-019-01-06.png,personal,39496
39497,e04/e04-019/e04-019-01-07.png,choice,39497
39498,e04/e04-019/e04-019-02-00.png,and,39498
39499,e04/e04-019/e04-019-02-01.png,the,39499
39500,e04/e04-019/e04-019-02-02.png,width,39500
39501,e04/e04-019/e04-019-02-03.png,is,39501
39502,e04/e04-019/e04-019-02-04.png,best,39502
39504,e04/e04-019/e04-019-02-06.png,directly,39504
39505,e04/e04-019/e04-019-03-00.png,from,39505
39506,e04/e04-019/e04-019-03-01.png,the,39506
39507,e04/e04-019/e04-019-03-02.png,work,39507
39508,e04/e04-019/e04-019-03-03.png,to,39508
39509,e04/e04-019/e04-019-03-04.png,ensure,39509
39510,e04/e04-019/e04-019-03-05.png,a,39510
39511,e04/e04-019/e04-019-03-06.png,good,39511
39512,e04/e04-019/e04-019-03-07.png,fit,39512
39513,e04/e04-019/e04-019-04-00.png,Fix,39513
39514,e04/e04-019/e04-019-04-01.png,the,39514
39515,e04/e04-019/e04-019-04-02.png,piece,39515
39516,e04/e04-019/e04-019-04-03.png,A,39516
39517,e04/e04-019/e04-019-04-04.png,to,39517
39518,e04/e04-019/e04-019-04-05.png,the,39518
39519,e04/e04-019/e04-019-04-06.png,sides,39519
39520,e04/e04-019/e04-019-04-07.png,first,39520
39521,e04/e04-019/e04-019-05-00.png,with,39521
39522,e04/e04-019/e04-019-05-01.png,glue,39522
39523,e04/e04-019/e04-019-05-02.png,and,39523
39525,e04/e04-019/e04-019-05-04.png,pins,39525
39526,e04/e04-019/e04-019-05-05.png,and,39526
39527,e04/e04-019/e04-019-05-06.png,then,39527
39528,e04/e04-019/e04-019-05-07.png,fit,39528
39529,e04/e04-019/e04-019-06-00.png,the,39529
39530,e04/e04-019/e04-019-06-01.png,frame,39530
39532,e04/e04-019/e04-019-06-03.png,with,39532
39533,e04/e04-019/e04-019-06-04.png,the,39533
39534,e04/e04-019/e04-019-06-05.png,piece,39534
39535,e04/e04-019/e04-019-07-00.png,B,39535
39536,e04/e04-019/e04-019-07-01.png,temporarily,39536
39539,e04/e04-019/e04-019-07-04.png,on,39539
39543,e04/e04-022/e04-022-00-00.png,Decide,39543
39544,e04/e04-022/e04-022-00-01.png,on,39544
39545,e04/e04-022/e04-022-00-02.png,the,39545
39546,e04/e04-022/e04-022-00-03.png,required,39546
39547,e04/e04-022/e04-022-00-04.png,angle,39547
39548,e04/e04-022/e04-022-00-05.png,of,39548
39549,e04/e04-022/e04-022-00-06.png,slope,39549
39550,e04/e04-022/e04-022-00-07.png,",",39550
39551,e04/e04-022/e04-022-01-00.png,keeping,39551
39552,e04/e04-022/e04-022-01-01.png,B,39552
39553,e04/e04-022/e04-022-01-02.png,flat,39553
39554,e04/e04-022/e04-022-01-03.png,on,39554
39555,e04/e04-022/e04-022-01-04.png,the,39555
39556,e04/e04-022/e04-022-01-05.png,chair,39556
39557,e04/e04-022/e04-022-01-06.png,seat,39557
39558,e04/e04-022/e04-022-01-07.png,",",39558
39559,e04/e04-022/e04-022-01-08.png,and,39559
39561,e04/e04-022/e04-022-02-00.png,off,39561
39563,e04/e04-022/e04-022-02-02.png,exact,39563
39564,e04/e04-022/e04-022-02-03.png,position,39564
39567,e04/e04-022/e04-022-02-06.png,on,39567
39568,e04/e04-022/e04-022-02-07.png,the,39568
39569,e04/e04-022/e04-022-02-08.png,side,39569
39570,e04/e04-022/e04-022-03-00.png,pieces,39570
39571,e04/e04-022/e04-022-03-02.png,These,39571
39572,e04/e04-022/e04-022-03-03.png,can,39572
39573,e04/e04-022/e04-022-03-04.png,then,39573
39574,e04/e04-022/e04-022-03-05.png,be,39574
39575,e04/e04-022/e04-022-03-06.png,cut,39575
39576,e04/e04-022/e04-022-03-07.png,at,39576
39577,e04/e04-022/e04-022-03-08.png,the,39577
39578,e04/e04-022/e04-022-03-09.png,correct,39578
39579,e04/e04-022/e04-022-04-00.png,angle,39579
39580,e04/e04-022/e04-022-04-01.png,and,39580
39581,e04/e04-022/e04-022-04-02.png,B,39581
39583,e04/e04-022/e04-022-04-04.png,glued,39583
39584,e04/e04-022/e04-022-04-05.png,and,39584
39586,e04/e04-022/e04-022-04-07.png,in,39586
39588,e04/e04-022/e04-022-05-00.png,A,39588
39589,e04/e04-022/e04-022-05-01.png,piece,39589
39590,e04/e04-022/e04-022-05-02.png,of,39590
39591,e04/e04-022/e04-022-05-03.png,hardboard,39591
39592,e04/e04-022/e04-022-05-04.png,is,39592
39594,e04/e04-022/e04-022-05-06.png,cut,39594
39595,e04/e04-022/e04-022-05-07.png,and,39595
39597,e04/e04-022/e04-022-06-00.png,to,39597
39598,e04/e04-022/e04-022-06-01.png,the,39598
39600,e04/e04-022/e04-022-06-03.png,and,39600
39601,e04/e04-022/e04-022-06-04.png,its,39601
39604,e04/e04-022/e04-022-06-07.png,off,39604
39605,e04/e04-022/e04-022-07-00.png,flush,39605
39606,e04/e04-026/e04-026-00-00.png,Finally,39606
39607,e04/e04-026/e04-026-00-01.png,attach,39607
